economy,economycode,wpid_random,wgt,female,age,educ,inc_q,emp_in,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9,fin10,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin14a,fin14b,fin15,fin16,fin17a,fin19,fin20,fin21,fin22a,fin22b,fin24,fin25,fin30,fin31a,fin31b,fin31c,fin32,fin33,fin34a,fin34b,fin34c1,fin34c2,fin35,fin36,fin37,fin38,fin39a,fin39b,fin39c1,fin39c2,fin40,fin41,fin46,fin47a,fin47b,fin47c1,fin47c2,fin47c3,fin47c4,fin47c5,mobileowner,account_fin,account,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,pay_onlne,pay_onlne_mobintbuy,pay_cash,pay_cash_mobintbuy
"Korea, Rep.",KOR,129731795,2.130974323,Female,46,secondary,Middle 20%,out of workforce,yes,yes,yes,no,no,yes,yes,yes,yes,,,,,,,,,no,yes,no,no,no,yes,no,no,no,no,Possible,Main source: Some other source,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,174308861,0.507332256,Male,39,secondary,Second 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,no,no,no,no,no,yes,no,no,yes,no,Not possible,,no,,,,yes,no,yes,no,,,Yes,Yes,no,no,,,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,4,4,,4,,,,,
"Korea, Rep.",KOR,170783568,0.9843113,Male,44,secondary,Middle 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,yes,no,Possible,Main source: Money from working,yes,yes,no,,yes,no,yes,yes,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,121872312,0.838485743,Male,31,completed tertiary or more,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,no,yes,yes,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,No,,yes,no,yes,no,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,4,,1,,,,,
"Korea, Rep.",KOR,163441772,0.639269371,Female,69,secondary,Fourth 20%,out of workforce,no,,,no,no,no,,yes,yes,,,,,,,,,no,no,no,no,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,yes,yes,yes,no,,,Yes,Yes,no,,,,,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",1,1,,1,,,,,
"Korea, Rep.",KOR,169519861,0.531315695,Male,65,secondary,Second 20%,out of workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,no,no,no,no,yes,no,no,no,no,Possible,Main source: Money from working,yes,yes,yes,,yes,no,yes,yes,,,No,,yes,yes,yes,no,,,No,,,,,,,,,,yes,yes,yes,no,yes,into an account,1,1,,1,,,,,
"Korea, Rep.",KOR,172213016,0.292588761,Male,62,completed tertiary or more,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,no,no,no,yes,no,yes,no,yes,yes,Not possible,,yes,yes,no,,yes,no,yes,no,,,Yes,Yes,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,189479432,0.926258936,Male,82,completed primary or less,Poorest 20%,out of workforce,no,,,no,no,no,,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Not possible,,yes,no,no,yes,no,,,,,,,,yes,no,yes,no,,,,,no,,,,,,,,yes,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",1,4,,2,,,,,
"Korea, Rep.",KOR,209964119,1.285795872,Male,49,completed tertiary or more,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,yes,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,Yes,Yes,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,198477868,0.99547285,Male,25,secondary,Richest 20%,in workforce,yes,yes,yes,no,yes,yes,yes,yes,yes,,,,,,,,,yes,no,yes,yes,yes,no,no,no,no,no,Possible,Main source: Money from working,no,,,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,4,,,,,
"Korea, Rep.",KOR,120522596,0.915416615,Female,50,secondary,Poorest 20%,in workforce,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,yes,Not possible,,yes,no,no,no,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,4,4,,3,,,,,
"Korea, Rep.",KOR,160368544,0.338576522,Male,17,secondary,Fourth 20%,out of workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,no,yes,no,no,no,no,no,no,no,no,Possible,Main source: Family or friends,no,,,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
"Korea, Rep.",KOR,134662171,0.477410993,Male,75,completed primary or less,Poorest 20%,out of workforce,no,,,yes,yes,no,,yes,no,,,,,,,,,yes,no,no,yes,no,no,no,no,no,no,Possible,Main source: Family or friends,yes,no,no,no,no,,,,,,,,yes,no,yes,no,,,,,yes,no,no,no,no,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",1,4,,3,,,,,
"Korea, Rep.",KOR,113611383,0.226787163,Female,70,secondary,Fourth 20%,out of workforce,yes,yes,no,no,no,yes,yes,yes,yes,,,,,,,,,no,no,no,no,no,yes,no,no,yes,no,Possible,Main source: Family or friends,yes,yes,no,,no,,,,,,,,no,yes,no,no,no,no,,,no,,,,,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,3,,1,,,,,
"Korea, Rep.",KOR,179176510,0.919846676,Male,55,secondary,Second 20%,in workforce,no,,,no,no,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,yes,no,no,no,no,no,Possible,Main source: Savings,yes,no,no,yes,yes,no,yes,no,,,Yes,No,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,2,,,,,
"Korea, Rep.",KOR,204926100,1.948609618,Male,43,completed tertiary or more,Poorest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,yes,no,(ref),,yes,yes,yes,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,118379950,0.226787163,Female,69,secondary,Poorest 20%,out of workforce,yes,yes,no,no,no,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,yes,yes,no,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,115080158,0.340330883,Male,69,completed tertiary or more,Richest 20%,out of workforce,yes,yes,yes,yes,no,yes,yes,yes,yes,,,,,,,,,no,no,no,yes,yes,no,no,no,no,no,Possible,Main source: Savings,no,,,,no,,,,,,,,yes,yes,yes,no,,,Yes,Yes,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",1,1,,4,,,,,
"Korea, Rep.",KOR,190508418,0.298099027,Male,80,secondary,Fourth 20%,out of workforce,no,,,no,no,yes,yes,no,no,,,,,,,,,no,no,no,no,yes,no,no,no,no,no,Possible,Main source: Some other source,yes,yes,no,,no,,,,,,,,yes,yes,yes,no,,,Yes,Yes,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",1,1,,1,,,,,
"Korea, Rep.",KOR,131571031,2.272502716,Male,39,completed tertiary or more,Middle 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,yes,no,no,no,no,no,Possible,Main source: Family or friends,yes,yes,no,,(ref),,,,,,,,yes,yes,no,no,yes,no,,,yes,yes,no,,,,,,yes,yes,yes,yes,yes,Main source: Selling assets,2,2,,1,,,,,
"Korea, Rep.",KOR,185078089,0.82948084,Female,28,secondary,Richest 20%,in workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,no,yes,yes,yes,no,no,yes,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,yes,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,184189730,0.412282136,Male,65,secondary,Fourth 20%,in workforce,yes,yes,yes,yes,no,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,no,yes,no,no,no,Possible,Main source: Money from working,yes,yes,no,,yes,yes,yes,no,,,No,,no,yes,yes,no,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,4,1,,1,,,,,
"Korea, Rep.",KOR,145112316,0.351475803,Female,65,completed tertiary or more,Richest 20%,out of workforce,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,yes,no,no,no,yes,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,132560320,1.640125208,Female,58,secondary,Second 20%,out of workforce,no,,,no,no,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,(DK),,yes,no,no,no,no,no,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,3,4,,1,,,,,
"Korea, Rep.",KOR,169600508,0.838485743,Male,28,completed tertiary or more,Richest 20%,in workforce,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,yes,no,no,no,no,Possible,Main source: Savings,yes,no,no,yes,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,4,4,,2,,,,,
"Korea, Rep.",KOR,191575315,0.974259427,Male,45,completed tertiary or more,Richest 20%,in workforce,yes,yes,yes,no,no,no,,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Possible,Main source: Savings,yes,no,no,no,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,3,,,,,
"Korea, Rep.",KOR,161553176,1.116534879,Male,50,secondary,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,no,no,Possible,Main source: Savings,yes,yes,yes,,yes,no,yes,no,,,No,,yes,yes,yes,no,,,No,,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,1,,1,,,,,
"Korea, Rep.",KOR,187652710,0.331378427,Male,80,completed tertiary or more,Second 20%,out of workforce,yes,yes,no,no,no,yes,no,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Possible,Main source: Savings,yes,no,no,yes,no,,,,,,,,yes,no,yes,no,,,,,no,,,,,,,,yes,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",1,4,,2,,,,,
"Korea, Rep.",KOR,138246686,2.272502716,Male,19,secondary,Richest 20%,out of workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Possible,Main source: Family or friends,no,,,,no,,,,,,,,no,no,,,,,,,yes,yes,yes,,,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
"Korea, Rep.",KOR,151212538,1.727833472,Male,72,completed primary or less,Poorest 20%,out of workforce,(dk),,,no,no,no,,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Not possible,,yes,no,no,yes,no,,,,,,,,yes,yes,yes,no,,,No,,no,,,,,,,,yes,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",1,1,,2,,,,,
"Korea, Rep.",KOR,173318733,0.30119523,Male,46,completed tertiary or more,Poorest 20%,in workforce,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,no,yes,no,no,no,no,no,Possible,Main source: Savings,yes,no,no,no,yes,no,yes,no,,,No,,yes,no,yes,no,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,4,,3,,,,,
"Korea, Rep.",KOR,173699395,0.354807987,Male,30,secondary,Poorest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Possible,"Main source: Borrowing from a bank, empoyer, or private lender",yes,yes,yes,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,178815021,1.147677625,Male,23,secondary,Fourth 20%,in workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,yes,Possible,Main source: Family or friends,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,154072947,1.388595241,Female,93,(dk),Second 20%,out of workforce,(dk),,,no,no,no,,yes,yes,,,,,,,,,no,(dk),no,no,no,no,no,no,no,no,Not possible,,yes,yes,(dk),,no,,,,,,,,yes,yes,(dk),no,no,no,,,no,,,,,,,,no,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",3,3,,1,,,,,
"Korea, Rep.",KOR,140820871,0.877766284,Male,55,completed tertiary or more,Middle 20%,in workforce,no,,,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,yes,no,Possible,Main source: Savings,yes,no,no,no,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,3,,,,,
"Korea, Rep.",KOR,163552809,0.960114145,Male,45,secondary,Richest 20%,in workforce,no,,,yes,yes,yes,no,no,no,,,,,,,,,yes,yes,yes,no,no,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,209945174,0.390343843,Male,29,secondary,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,no,yes,yes,,,,,,,,,yes,yes,no,no,yes,no,no,no,no,no,Possible,Main source: Savings,no,,,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,no,into an account,4,4,,4,,,,,
"Korea, Rep.",KOR,168988145,2.272502716,Male,30,secondary,Poorest 20%,in workforce,yes,yes,yes,no,no,no,,yes,yes,,,,,,,,,no,yes,no,no,no,yes,no,no,no,no,Not possible,,yes,yes,no,,no,,,,,,,,yes,no,yes,no,,,,,no,,,,,,,,yes,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",1,4,,1,,,,,
"Korea, Rep.",KOR,149850884,1.454122706,Male,86,completed primary or less,Poorest 20%,out of workforce,no,,,no,no,no,,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,(dk),,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,181567848,0.226787163,Male,55,completed tertiary or more,Middle 20%,in workforce,yes,yes,yes,no,no,no,,no,yes,,,,,,,,,yes,no,yes,yes,yes,no,no,no,no,no,Possible,Main source: Family or friends,no,,,,no,,,,,,,,no,no,,,,,,,yes,yes,no,,,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
"Korea, Rep.",KOR,132415137,0.331378427,Male,75,completed tertiary or more,Poorest 20%,out of workforce,no,,,,,no,,,,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,Not possible,,yes,no,no,yes,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,no,no,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,2,,,,,
"Korea, Rep.",KOR,125995213,0.815733057,Male,45,completed tertiary or more,Fourth 20%,in workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,yes,Possible,Main source: Money from working,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,189608851,0.610272543,Female,51,secondary,Middle 20%,in workforce,no,,,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Possible,"Main source: Borrowing from a bank, empoyer, or private lender",yes,yes,yes,,yes,no,yes,no,,,Yes,No,no,no,,,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,176081988,1.355658837,Female,53,secondary,Richest 20%,in workforce,yes,yes,yes,yes,yes,no,,(dk),yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Possible,Main source: Family or friends,yes,no,no,no,yes,no,yes,no,,,Yes,No,no,yes,yes,no,,,,,,,,,,,,,yes,yes,yes,no,no,into an account,4,1,,3,,,,,
"Korea, Rep.",KOR,133779038,0.585413356,Male,32,secondary,Poorest 20%,in workforce,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,yes,no,Possible,Main source: Money from working,yes,yes,no,,yes,no,yes,no,,,Yes,Yes,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,160228317,1.433194163,Male,37,secondary,Poorest 20%,in workforce,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,yes,no,no,no,no,no,Not possible,,yes,yes,no,,yes,no,yes,no,,,No,,yes,no,yes,no,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,4,,1,,,,,
"Korea, Rep.",KOR,198372434,0.453574326,Male,74,secondary,Second 20%,out of workforce,yes,yes,yes,no,no,no,,yes,no,,,,,,,,,no,no,yes,yes,yes,no,no,no,no,no,Not possible,,yes,yes,no,,no,,,,,,,,no,yes,yes,no,,,,,no,,,,,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,1,,1,,,,,
"Korea, Rep.",KOR,179970749,0.287416397,Male,45,secondary,Poorest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,no,no,no,no,no,no,no,Possible,Main source: Family or friends,yes,yes,no,,no,,,,,,,,yes,no,no,no,no,no,,,yes,yes,no,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",3,4,,1,,,,,
"Korea, Rep.",KOR,203678816,0.226787163,Female,57,secondary,Fourth 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,yes,,yes,no,yes,no,,,Yes,No,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,147642941,1.106463693,Female,17,secondary,Second 20%,out of workforce,yes,yes,yes,yes,no,no,,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Not possible,,no,,,,no,,,,,,,,yes,no,no,no,no,yes,,,no,,,,,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",1,4,,4,,,,,
"Korea, Rep.",KOR,180860543,0.287416397,Male,48,completed tertiary or more,Middle 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,yes,yes,yes,no,no,no,Possible,Main source: Money from working,yes,yes,no,,yes,no,yes,no,,,Yes,Yes,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,132256398,0.226787163,Female,70,secondary,Poorest 20%,out of workforce,no,,,no,no,no,,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Not possible,,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,200180159,1.757247117,Female,42,secondary,Second 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,yes,yes,no,no,no,no,Not possible,,yes,yes,no,,yes,no,yes,no,,,No,,yes,no,yes,no,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,4,,1,,,,,
"Korea, Rep.",KOR,183860010,0.597655754,Male,61,secondary,Fourth 20%,in workforce,yes,yes,yes,no,no,yes,yes,yes,yes,,,,,,,,,no,yes,no,no,no,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,Yes,No,no,yes,yes,no,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,4,1,,1,,,,,
"Korea, Rep.",KOR,139082127,0.597655754,Male,55,completed tertiary or more,Fourth 20%,in workforce,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,no,yes,yes,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,202892504,1.116534879,Male,46,secondary,Poorest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,no,yes,,,,,,,,,yes,no,no,no,no,yes,yes,no,no,no,Not possible,,yes,no,no,yes,yes,no,no,no,yes,no,,,no,no,,,,,,,,,,,,,,,yes,yes,yes,no,yes,Main source: Family or friends,4,4,,2,,,,,
"Korea, Rep.",KOR,157813854,0.372703152,Female,59,secondary,Richest 20%,in workforce,yes,yes,yes,no,no,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Family or friends,yes,yes,no,,yes,no,yes,no,,,No,,yes,yes,yes,no,,,Yes,No,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,1,,1,,,,,
"Korea, Rep.",KOR,141611907,0.319462061,Female,48,completed tertiary or more,Middle 20%,out of workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,yes,yes,no,no,(ref),no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,171404900,1.614866895,Male,52,completed tertiary or more,Fourth 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,no,yes,yes,no,yes,yes,no,Possible,Main source: Savings,no,,,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
"Korea, Rep.",KOR,194891973,2.090206957,Female,17,secondary,Fourth 20%,out of workforce,yes,yes,yes,yes,no,no,,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Possible,Main source: Savings,no,,,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
"Korea, Rep.",KOR,203234847,2.272502716,Female,58,completed primary or less,Fourth 20%,out of workforce,yes,yes,yes,no,no,yes,yes,yes,yes,,,,,,,,,no,no,no,yes,yes,no,no,no,no,no,Possible,(dk),no,,,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,4,,,,,
"Korea, Rep.",KOR,164515527,0.226787163,Female,60,completed tertiary or more,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,no,yes,yes,no,no,yes,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,yes,yes,no,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,171829946,0.412282136,Male,73,secondary,Poorest 20%,out of workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,yes,yes,no,no,no,Not possible,,yes,yes,yes,,no,,,,,,,,no,yes,no,no,no,no,,,no,,,,,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,3,,1,,,,,
"Korea, Rep.",KOR,167143100,1.146381457,Male,23,secondary,Middle 20%,in workforce,yes,yes,no,no,yes,no,,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Not possible,,no,,,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
"Korea, Rep.",KOR,163551366,0.226787163,Female,62,completed tertiary or more,Middle 20%,in workforce,no,,,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,yes,no,Possible,"Main source: Borrowing from a bank, empoyer, or private lender",yes,yes,no,,yes,no,yes,no,,,Yes,No,no,yes,yes,no,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,1,,1,,,,,
"Korea, Rep.",KOR,207864569,0.546511279,Female,38,secondary,Second 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,yes,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,135070122,1.170355045,Male,59,secondary,Middle 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,no,no,no,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,yes,,yes,no,yes,yes,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,170093147,1.719572186,Male,26,secondary,Second 20%,in workforce,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,,,,,no,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,No,,yes,yes,yes,no,,,No,,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,1,,1,,,,,
